Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications
BRAND-2938,Brand_2938,Germany,2019,B,Recycled Polyester,No,165.41,3810550.01,24096.21,No,8,338.16,Growing,Fair Trade
BRAND-2939,Brand_2939,China,2020,C,Recycled Polyester,No,429.31,1679290.88,15519.67,No,16,319.79,Growing,Fair Trade
BRAND-2940,Brand_2940,India,2022,A,Recycled Polyester,Yes,327.42,1163345.56,9107.72,Yes,10,415.76,Growing,B Corp
BRAND-2941,Brand_2941,India,2015,B,Tencel,No,215.41,88701.13,54666.6,No,5,255.13,Stable,Fair Trade
BRAND-2942,Brand_2942,Japan,2023,A,Tencel,No,377.94,1280182.15,86913.43,Yes,13,299.04,Stable,OEKO-TEX
BRAND-2943,Brand_2943,Brazil,2017,B,Organic Cotton,Yes,432.08,265121.97,77786.97,No,9,465.99,Growing,B Corp
BRAND-2944,Brand_2944,Australia,2021,C,Tencel,No,159.77,2960642.43,22138.71,Yes,8,302.49,Declining,OEKO-TEX
BRAND-2945,Brand_2945,USA,2018,B,Bamboo Fabric,No,108.76,4978586.71,29833.66,No,6,484.74,Growing,OEKO-TEX
BRAND-2946,Brand_2946,UK,2011,B,Hemp,Yes,453.7,3559777.9,59117.47,No,11,315.53,Growing,B Corp
BRAND-2947,Brand_2947,Brazil,2023,A,Tencel,No,233.58,1037476.26,65687.19,Yes,7,433.42,Growing,Fair Trade
BRAND-2948,Brand_2948,France,2017,A,Tencel,Yes,251.68,4862822.82,34929.95,Yes,19,375.49,Declining,OEKO-TEX
BRAND-2949,Brand_2949,France,2016,C,Bamboo Fabric,Yes,300.0,606640.63,48691.85,No,19,37.05,Growing,B Corp
BRAND-2950,Brand_2950,France,2017,A,Hemp,No,79.25,3870750.48,97178.25,No,19,439.06,Declining,OEKO-TEX
BRAND-2951,Brand_2951,Japan,2018,D,Hemp,Yes,172.02,1157566.41,61961.05,No,2,261.31,Declining,Fair Trade
BRAND-2952,Brand_2952,Germany,2011,B,Tencel,No,8.87,3750169.35,70976.92,Yes,10,450.75,Stable,None
BRAND-2953,Brand_2953,UK,2022,A,Organic Cotton,No,25.98,3971149.39,94632.05,No,3,124.64,Declining,GOTS
BRAND-2954,Brand_2954,China,2019,C,Recycled Polyester,Yes,215.1,2832856.01,75737.78,No,9,302.67,Declining,GOTS
BRAND-2955,Brand_2955,USA,2017,A,Bamboo Fabric,No,321.14,1633125.19,30276.21,Yes,4,43.49,Growing,GOTS
BRAND-2956,Brand_2956,Australia,2023,C,Bamboo Fabric,No,38.05,1791373.56,97813.87,Yes,3,397.02,Declining,OEKO-TEX
BRAND-2957,Brand_2957,India,2017,D,Vegan Leather,Yes,364.19,1717442.89,5928.75,Yes,12,88.73,Growing,GOTS
BRAND-2958,Brand_2958,UK,2019,A,Organic Cotton,Yes,112.97,68418.63,58205.75,No,11,128.22,Stable,B Corp
BRAND-2959,Brand_2959,China,2022,D,Vegan Leather,Yes,487.33,1322888.81,82662.01,Yes,7,176.7,Growing,B Corp
BRAND-2960,Brand_2960,Japan,2013,B,Vegan Leather,Yes,224.6,1532092.63,80836.86,No,19,386.3,Declining,B Corp
BRAND-2961,Brand_2961,Brazil,2020,D,Recycled Polyester,Yes,460.91,250174.79,36524.48,Yes,15,475.61,Stable,Fair Trade
BRAND-2962,Brand_2962,Australia,2013,A,Bamboo Fabric,No,114.49,823327.17,89555.12,No,4,330.75,Declining,GOTS
BRAND-2963,Brand_2963,Italy,2011,A,Recycled Polyester,Yes,10.2,4472426.72,32805.47,Yes,5,146.09,Stable,GOTS
BRAND-2964,Brand_2964,Brazil,2013,D,Recycled Polyester,Yes,109.71,2022797.37,94768.48,No,9,353.87,Growing,None
BRAND-2965,Brand_2965,USA,2010,A,Vegan Leather,Yes,31.83,2126219.96,54771.48,No,14,59.84,Stable,OEKO-TEX
BRAND-2966,Brand_2966,India,2011,B,Recycled Polyester,Yes,472.95,1164887.47,39723.36,Yes,9,245.21,Declining,Fair Trade
BRAND-2967,Brand_2967,UK,2017,C,Vegan Leather,Yes,314.0,2714109.77,24350.62,Yes,18,402.47,Declining,None
BRAND-2968,Brand_2968,Japan,2012,D,Tencel,Yes,357.78,1363445.09,87815.93,Yes,14,217.56,Stable,B Corp
BRAND-2969,Brand_2969,China,2010,C,Tencel,No,499.59,3186247.78,28805.17,No,7,211.14,Declining,Fair Trade
BRAND-2970,Brand_2970,China,2022,C,Vegan Leather,No,214.19,725935.75,83499.55,Yes,7,428.99,Declining,Fair Trade
BRAND-2971,Brand_2971,Australia,2011,B,Recycled Polyester,No,196.43,4404732.89,7986.29,No,2,210.98,Declining,GOTS
BRAND-2972,Brand_2972,Italy,2016,A,Bamboo Fabric,No,209.29,2745859.07,13688.06,No,18,252.73,Stable,GOTS
BRAND-2973,Brand_2973,Brazil,2015,B,Hemp,Yes,20.62,837709.17,79944.53,Yes,7,428.04,Stable,GOTS
BRAND-2974,Brand_2974,Brazil,2013,D,Tencel,No,123.91,1535491.65,80543.21,Yes,10,282.75,Declining,B Corp
BRAND-2975,Brand_2975,France,2016,B,Organic Cotton,Yes,167.86,2959852.56,65341.61,No,3,219.49,Declining,B Corp
BRAND-2976,Brand_2976,UK,2015,D,Recycled Polyester,Yes,295.49,1392496.26,10281.29,Yes,14,26.92,Growing,GOTS
BRAND-2977,Brand_2977,Australia,2015,C,Recycled Polyester,No,423.55,1696899.48,27211.31,No,17,399.05,Growing,None
BRAND-2978,Brand_2978,France,2012,C,Organic Cotton,Yes,126.04,3221312.02,64912.88,Yes,13,325.57,Declining,GOTS
BRAND-2979,Brand_2979,China,2016,B,Vegan Leather,Yes,76.74,1231908.68,57900.19,No,1,191.98,Declining,GOTS
BRAND-2980,Brand_2980,Brazil,2017,A,Bamboo Fabric,Yes,418.68,3941732.24,57501.68,No,3,380.85,Growing,OEKO-TEX
BRAND-2981,Brand_2981,Italy,2019,D,Recycled Polyester,No,40.77,1128922.4,12306.21,No,13,396.48,Stable,OEKO-TEX
BRAND-2982,Brand_2982,Germany,2016,D,Vegan Leather,No,255.94,2339229.51,31228.41,Yes,5,399.66,Stable,OEKO-TEX
BRAND-2983,Brand_2983,Brazil,2013,C,Bamboo Fabric,No,290.13,3566862.27,63146.91,Yes,10,387.38,Growing,Fair Trade
BRAND-2984,Brand_2984,Italy,2011,C,Organic Cotton,Yes,499.93,4234070.89,2968.32,Yes,1,72.16,Declining,OEKO-TEX
BRAND-2985,Brand_2985,Brazil,2021,A,Recycled Polyester,Yes,8.91,2532907.63,63896.29,Yes,17,148.53,Growing,Fair Trade
BRAND-2986,Brand_2986,UK,2019,B,Recycled Polyester,Yes,54.88,1058979.92,17248.44,No,1,279.54,Declining,OEKO-TEX
BRAND-2987,Brand_2987,USA,2017,D,Bamboo Fabric,Yes,258.24,578207.92,78033.86,No,12,440.91,Stable,GOTS
BRAND-2988,Brand_2988,France,2014,C,Hemp,Yes,270.18,4072239.74,5053.94,No,13,175.51,Growing,B Corp
BRAND-2989,Brand_2989,Italy,2016,B,Vegan Leather,Yes,437.93,646710.73,80709.27,Yes,1,274.37,Stable,B Corp
BRAND-2990,Brand_2990,Brazil,2021,C,Vegan Leather,No,33.63,2884324.62,46290.6,Yes,13,77.19,Stable,Fair Trade
BRAND-2991,Brand_2991,Italy,2010,C,Recycled Polyester,No,172.63,1566564.77,14560.69,No,1,478.42,Growing,GOTS
BRAND-2992,Brand_2992,Germany,2021,D,Bamboo Fabric,No,499.54,1132962.34,95043.14,Yes,19,238.11,Stable,OEKO-TEX
BRAND-2993,Brand_2993,China,2022,D,Tencel,Yes,57.16,2546605.21,66471.25,Yes,19,307.98,Declining,GOTS
BRAND-2994,Brand_2994,Italy,2014,C,Hemp,No,18.93,2193379.21,78819.74,Yes,11,74.83,Declining,Fair Trade
BRAND-2995,Brand_2995,Brazil,2013,D,Bamboo Fabric,Yes,193.92,3419199.78,15263.61,No,19,120.59,Declining,GOTS
BRAND-2996,Brand_2996,China,2018,A,Bamboo Fabric,Yes,184.96,1903342.91,83740.38,No,12,75.78,Growing,OEKO-TEX
BRAND-2997,Brand_2997,Italy,2014,D,Recycled Polyester,No,238.8,4906995.27,80803.31,No,20,382.87,Stable,GOTS
BRAND-2998,Brand_2998,Japan,2013,B,Bamboo Fabric,No,316.46,4795258.73,65274.4,Yes,6,386.92,Declining,Fair Trade
BRAND-2999,Brand_2999,Australia,2024,B,Hemp,Yes,144.22,3222383.65,14417.19,No,7,61.99,Growing,OEKO-TEX
BRAND-3000,Brand_3000,UK,2018,B,Recycled Polyester,No,281.19,277451.41,30896.57,Yes,2,137.41,Growing,GOTS
BRAND-3001,Brand_3001,UK,2011,D,Bamboo Fabric,No,96.58,1386626.93,38513.86,Yes,9,50.45,Declining,None
BRAND-3002,Brand_3002,USA,2023,C,Hemp,No,63.99,2086277.36,73035.16,Yes,11,403.7,Declining,OEKO-TEX
BRAND-3003,Brand_3003,Australia,2020,A,Recycled Polyester,Yes,429.47,2859089.84,95495.65,Yes,4,273.3,Declining,Fair Trade
BRAND-3004,Brand_3004,Australia,2022,D,Hemp,Yes,274.65,1905418.52,20201.53,No,9,303.93,Growing,OEKO-TEX
BRAND-3005,Brand_3005,India,2018,A,Organic Cotton,Yes,309.26,4371047.55,16657.11,Yes,5,198.03,Stable,OEKO-TEX
BRAND-3006,Brand_3006,USA,2019,C,Organic Cotton,Yes,283.72,3871727.09,60853.01,Yes,10,269.5,Growing,GOTS
BRAND-3007,Brand_3007,Germany,2024,D,Hemp,Yes,41.81,3180276.16,14101.93,No,18,467.26,Declining,B Corp
BRAND-3008,Brand_3008,USA,2020,D,Recycled Polyester,Yes,428.23,1052878.01,96837.05,No,9,319.19,Growing,None
BRAND-3009,Brand_3009,UK,2017,C,Tencel,Yes,388.03,4309529.8,4518.31,No,4,110.77,Stable,GOTS
BRAND-3010,Brand_3010,Germany,2021,A,Vegan Leather,Yes,223.74,3066117.93,40455.81,No,6,229.91,Declining,GOTS
BRAND-3011,Brand_3011,Italy,2021,A,Bamboo Fabric,No,266.54,474767.15,58800.49,Yes,7,107.75,Stable,None
BRAND-3012,Brand_3012,UK,2023,C,Tencel,Yes,170.26,2872685.31,76467.4,Yes,15,162.94,Stable,Fair Trade
BRAND-3013,Brand_3013,Japan,2015,C,Organic Cotton,Yes,234.09,3519678.81,39820.12,No,16,365.31,Stable,B Corp
BRAND-3014,Brand_3014,Germany,2013,A,Tencel,No,409.99,4305068.74,90412.85,Yes,19,281.04,Growing,None
BRAND-3015,Brand_3015,Japan,2012,C,Tencel,Yes,89.02,2621040.78,70890.4,No,14,312.43,Declining,GOTS
BRAND-3016,Brand_3016,Brazil,2020,B,Tencel,No,45.56,4653189.54,26450.35,No,9,214.18,Growing,Fair Trade
BRAND-3017,Brand_3017,Germany,2018,B,Hemp,No,252.48,796949.21,88116.37,Yes,19,178.02,Declining,Fair Trade
BRAND-3018,Brand_3018,India,2012,A,Hemp,No,361.38,294861.55,53767.58,No,14,258.33,Declining,Fair Trade
BRAND-3019,Brand_3019,India,2016,A,Vegan Leather,No,212.86,478830.69,13221.89,No,11,89.52,Declining,B Corp
BRAND-3020,Brand_3020,China,2017,B,Bamboo Fabric,No,260.51,3570804.11,2112.96,No,20,429.09,Stable,B Corp
BRAND-3021,Brand_3021,Italy,2024,C,Hemp,No,347.92,1173342.09,46589.51,Yes,2,407.61,Growing,Fair Trade
BRAND-3022,Brand_3022,France,2021,D,Organic Cotton,No,14.85,4767213.43,40255.43,Yes,4,33.9,Growing,Fair Trade
BRAND-3023,Brand_3023,Germany,2023,A,Bamboo Fabric,Yes,463.21,4470740.86,31525.74,Yes,3,157.39,Declining,OEKO-TEX
BRAND-3024,Brand_3024,Australia,2015,C,Recycled Polyester,No,246.78,4961182.28,11626.02,Yes,18,473.9,Declining,B Corp
BRAND-3025,Brand_3025,USA,2021,C,Vegan Leather,No,406.59,2039724.67,56910.94,No,14,25.4,Stable,Fair Trade
BRAND-3026,Brand_3026,India,2010,D,Tencel,No,474.41,1692644.81,61694.34,Yes,11,379.67,Stable,None
BRAND-3027,Brand_3027,Japan,2022,A,Recycled Polyester,No,352.21,3756194.27,56496.85,Yes,15,287.89,Growing,GOTS
BRAND-3028,Brand_3028,Brazil,2013,A,Recycled Polyester,No,367.41,4778444.19,48745.53,Yes,7,256.09,Stable,B Corp
BRAND-3029,Brand_3029,UK,2011,A,Recycled Polyester,Yes,281.09,1620403.03,10642.14,Yes,18,47.65,Declining,GOTS
BRAND-3030,Brand_3030,Japan,2021,C,Hemp,No,140.79,3500641.26,5982.39,Yes,15,278.52,Stable,B Corp
BRAND-3031,Brand_3031,USA,2013,B,Tencel,Yes,92.63,1589731.87,75966.86,Yes,10,31.01,Growing,B Corp
BRAND-3032,Brand_3032,Italy,2015,D,Recycled Polyester,Yes,409.08,1961761.52,36335.32,No,4,186.98,Stable,Fair Trade
BRAND-3033,Brand_3033,USA,2024,B,Hemp,Yes,413.13,3935836.71,23959.2,No,4,343.97,Growing,OEKO-TEX
BRAND-3034,Brand_3034,Italy,2022,C,Hemp,Yes,374.66,1517945.58,28810.83,No,15,214.7,Growing,Fair Trade
BRAND-3035,Brand_3035,India,2019,B,Bamboo Fabric,Yes,315.37,2375813.81,34485.17,Yes,10,52.86,Declining,OEKO-TEX
BRAND-3036,Brand_3036,India,2013,A,Tencel,No,132.76,3159632.33,16820.17,Yes,19,338.09,Growing,OEKO-TEX
BRAND-3037,Brand_3037,Germany,2019,C,Tencel,No,304.34,4916507.58,71642.38,No,8,343.51,Growing,OEKO-TEX
BRAND-3038,Brand_3038,India,2018,C,Hemp,No,452.37,2319609.9,77129.15,No,12,317.12,Growing,Fair Trade
BRAND-3039,Brand_3039,India,2020,A,Organic Cotton,No,11.58,3306048.24,72580.51,Yes,3,453.1,Declining,B Corp
BRAND-3040,Brand_3040,Italy,2017,B,Organic Cotton,No,412.13,480429.53,37847.5,No,7,284.46,Declining,Fair Trade
BRAND-3041,Brand_3041,UK,2017,D,Tencel,No,2.87,1116970.12,77458.39,Yes,10,306.88,Growing,None
BRAND-3042,Brand_3042,India,2022,C,Recycled Polyester,Yes,184.59,316107.25,15561.59,No,9,490.41,Stable,B Corp
BRAND-3043,Brand_3043,Brazil,2019,D,Tencel,No,432.51,4163813.31,55396.92,No,1,48.31,Stable,OEKO-TEX
BRAND-3044,Brand_3044,Australia,2017,D,Recycled Polyester,Yes,236.55,2513041.68,89544.88,Yes,14,162.15,Growing,B Corp
BRAND-3045,Brand_3045,China,2023,B,Recycled Polyester,No,375.79,444658.47,48661.68,Yes,15,250.04,Declining,Fair Trade
BRAND-3046,Brand_3046,UK,2016,B,Recycled Polyester,No,166.91,569311.74,47675.41,No,12,209.47,Declining,B Corp
BRAND-3047,Brand_3047,Italy,2018,B,Organic Cotton,Yes,352.79,1002443.69,42490.96,No,20,173.59,Declining,Fair Trade
BRAND-3048,Brand_3048,India,2024,A,Organic Cotton,Yes,190.17,2790709.14,25529.56,Yes,1,169.5,Stable,OEKO-TEX
BRAND-3049,Brand_3049,UK,2011,C,Recycled Polyester,Yes,21.09,1038874.7,23414.2,No,3,74.62,Growing,OEKO-TEX
BRAND-3050,Brand_3050,Italy,2015,D,Recycled Polyester,No,76.74,2041686.53,79277.06,Yes,7,293.11,Declining,Fair Trade
BRAND-3051,Brand_3051,France,2011,D,Organic Cotton,No,490.94,3476653.29,55357.58,No,15,59.72,Stable,B Corp
BRAND-3052,Brand_3052,China,2017,C,Vegan Leather,No,12.94,2746447.15,84799.46,Yes,14,59.1,Growing,None
BRAND-3053,Brand_3053,Germany,2017,A,Recycled Polyester,Yes,54.22,1914458.01,87435.65,No,9,375.88,Stable,None
BRAND-3054,Brand_3054,India,2014,C,Bamboo Fabric,No,87.25,454524.33,81321.08,No,14,324.68,Stable,OEKO-TEX
BRAND-3055,Brand_3055,Japan,2017,A,Recycled Polyester,No,72.6,4465555.25,83168.29,Yes,1,80.7,Growing,Fair Trade
BRAND-3056,Brand_3056,India,2016,C,Vegan Leather,Yes,493.73,4978772.89,94533.67,Yes,9,317.02,Declining,B Corp
BRAND-3057,Brand_3057,Japan,2011,B,Organic Cotton,No,356.38,4718111.66,75277.14,Yes,6,340.69,Declining,GOTS
BRAND-3058,Brand_3058,Italy,2014,A,Recycled Polyester,Yes,335.31,1361694.26,72606.67,Yes,2,68.11,Declining,Fair Trade
BRAND-3059,Brand_3059,Germany,2022,D,Recycled Polyester,Yes,369.4,4973174.39,99314.92,Yes,19,178.69,Declining,OEKO-TEX
BRAND-3060,Brand_3060,USA,2015,D,Recycled Polyester,Yes,269.76,1856981.75,8251.5,Yes,16,20.02,Growing,OEKO-TEX
BRAND-3061,Brand_3061,UK,2020,A,Vegan Leather,No,132.64,4067642.07,81359.56,No,20,100.77,Stable,B Corp
BRAND-3062,Brand_3062,UK,2020,D,Bamboo Fabric,Yes,371.13,187310.51,41275.04,Yes,6,151.69,Declining,None
BRAND-3063,Brand_3063,USA,2015,D,Organic Cotton,Yes,103.39,2435509.39,97320.4,No,3,287.53,Growing,GOTS
BRAND-3064,Brand_3064,UK,2022,D,Tencel,Yes,208.01,3268095.27,6549.38,No,8,187.2,Declining,B Corp
BRAND-3065,Brand_3065,France,2018,C,Hemp,Yes,66.72,4333533.97,74917.11,No,19,486.23,Growing,B Corp
BRAND-3066,Brand_3066,Italy,2016,B,Organic Cotton,No,238.07,2890759.06,5315.84,Yes,5,150.04,Declining,OEKO-TEX
BRAND-3067,Brand_3067,UK,2012,B,Hemp,No,170.58,2105269.34,47061.04,No,3,372.28,Declining,OEKO-TEX
BRAND-3068,Brand_3068,China,2023,B,Tencel,Yes,207.33,3398951.76,40143.07,Yes,7,321.2,Stable,None
BRAND-3069,Brand_3069,Japan,2013,B,Vegan Leather,No,29.73,4484178.65,23162.04,Yes,15,353.78,Declining,OEKO-TEX
BRAND-3070,Brand_3070,Australia,2011,A,Vegan Leather,No,147.09,3530447.99,43278.07,No,3,386.11,Growing,Fair Trade
BRAND-3071,Brand_3071,India,2022,A,Organic Cotton,Yes,22.39,4961539.34,23475.1,No,6,151.55,Declining,OEKO-TEX
BRAND-3072,Brand_3072,USA,2021,C,Tencel,Yes,401.99,1448953.05,52614.08,No,15,86.38,Growing,Fair Trade
BRAND-3073,Brand_3073,Germany,2019,A,Recycled Polyester,No,390.19,3492357.99,72630.45,Yes,14,161.78,Stable,None
BRAND-3074,Brand_3074,Germany,2021,B,Tencel,Yes,314.85,3719989.63,67499.24,Yes,15,343.43,Stable,OEKO-TEX
BRAND-3075,Brand_3075,Australia,2019,A,Organic Cotton,No,134.77,4636081.73,54462.8,No,11,439.01,Growing,OEKO-TEX
BRAND-3076,Brand_3076,Australia,2021,A,Organic Cotton,No,30.89,2782012.68,91635.86,Yes,19,117.69,Growing,Fair Trade
BRAND-3077,Brand_3077,France,2024,A,Tencel,No,355.12,2455497.04,1366.87,No,7,89.07,Declining,None
BRAND-3078,Brand_3078,Japan,2017,D,Organic Cotton,No,222.84,1390777.62,63325.34,No,7,127.2,Growing,B Corp
BRAND-3079,Brand_3079,UK,2012,A,Recycled Polyester,Yes,86.55,133998.45,20452.68,No,20,442.62,Stable,B Corp
BRAND-3080,Brand_3080,Germany,2014,C,Organic Cotton,No,360.82,3680920.53,20848.3,No,20,113.11,Stable,None
BRAND-3081,Brand_3081,India,2014,B,Recycled Polyester,Yes,453.49,4406133.39,69687.67,No,13,255.64,Stable,Fair Trade
BRAND-3082,Brand_3082,Germany,2021,C,Organic Cotton,Yes,300.59,2905766.52,43127.73,No,8,411.64,Stable,B Corp
BRAND-3083,Brand_3083,Japan,2012,A,Bamboo Fabric,No,426.99,385069.98,78099.17,No,19,463.44,Declining,OEKO-TEX
BRAND-3084,Brand_3084,USA,2022,D,Tencel,Yes,51.9,1209689.98,81585.82,Yes,6,480.38,Growing,OEKO-TEX
BRAND-3085,Brand_3085,UK,2011,A,Organic Cotton,No,114.44,4653187.65,14879.74,No,18,435.76,Declining,GOTS
BRAND-3086,Brand_3086,France,2021,C,Organic Cotton,Yes,487.03,843938.88,66321.73,Yes,5,157.06,Declining,GOTS
BRAND-3087,Brand_3087,France,2010,A,Recycled Polyester,No,71.29,4695738.51,99615.26,Yes,15,487.94,Growing,B Corp
BRAND-3088,Brand_3088,France,2024,A,Bamboo Fabric,No,209.78,2265684.78,97899.19,No,14,369.03,Stable,B Corp
BRAND-3089,Brand_3089,Germany,2015,B,Vegan Leather,No,101.02,3469297.48,28742.35,Yes,9,292.47,Stable,Fair Trade
BRAND-3090,Brand_3090,Japan,2017,B,Bamboo Fabric,Yes,102.4,4389441.3,12818.71,No,10,287.23,Declining,None
BRAND-3091,Brand_3091,France,2013,A,Bamboo Fabric,No,387.9,2358877.67,55358.5,Yes,20,424.3,Stable,Fair Trade
BRAND-3092,Brand_3092,India,2021,B,Hemp,Yes,51.39,2355179.0,17921.28,Yes,16,146.64,Stable,OEKO-TEX
BRAND-3093,Brand_3093,Japan,2012,B,Vegan Leather,Yes,251.42,4335723.24,83691.52,Yes,7,272.76,Declining,OEKO-TEX
BRAND-3094,Brand_3094,Italy,2022,A,Vegan Leather,Yes,224.07,2945844.04,63548.39,Yes,6,445.04,Declining,Fair Trade
BRAND-3095,Brand_3095,China,2018,C,Hemp,No,315.37,2206310.55,51626.74,Yes,14,255.56,Declining,B Corp
BRAND-3096,Brand_3096,Italy,2020,B,Tencel,Yes,3.77,392739.36,22309.02,Yes,3,60.26,Declining,None
BRAND-3097,Brand_3097,Australia,2016,B,Hemp,No,453.97,2469154.44,53594.6,No,7,227.82,Stable,OEKO-TEX
BRAND-3098,Brand_3098,Australia,2011,A,Tencel,No,361.53,4391011.88,13903.51,Yes,19,182.57,Growing,B Corp
BRAND-3099,Brand_3099,India,2013,C,Recycled Polyester,No,84.47,3590588.05,52684.85,Yes,3,67.75,Declining,None
BRAND-3100,Brand_3100,UK,2022,D,Tencel,No,419.68,4943648.88,64796.53,No,20,21.35,Stable,None
BRAND-3101,Brand_3101,China,2023,B,Recycled Polyester,No,413.55,876765.85,14289.54,Yes,16,470.86,Stable,B Corp
BRAND-3102,Brand_3102,UK,2022,C,Tencel,Yes,69.59,2800398.63,29341.36,Yes,11,145.43,Declining,GOTS
BRAND-3103,Brand_3103,Japan,2017,A,Tencel,No,347.41,2293564.84,23336.73,No,1,152.27,Stable,None
BRAND-3104,Brand_3104,India,2019,D,Vegan Leather,No,338.68,4061696.28,66033.0,No,12,250.55,Growing,OEKO-TEX
BRAND-3105,Brand_3105,Brazil,2018,A,Vegan Leather,No,179.5,668463.68,44102.12,No,7,241.56,Growing,Fair Trade
BRAND-3106,Brand_3106,Germany,2013,B,Hemp,Yes,249.69,2655955.22,65940.23,No,14,32.17,Growing,GOTS
BRAND-3107,Brand_3107,India,2023,D,Bamboo Fabric,Yes,376.15,1722117.33,20027.16,Yes,20,287.03,Stable,B Corp
BRAND-3108,Brand_3108,UK,2020,D,Tencel,No,416.47,4752528.7,24920.69,No,10,489.22,Growing,Fair Trade
BRAND-3109,Brand_3109,UK,2012,D,Recycled Polyester,Yes,466.43,3440128.41,11641.15,Yes,4,412.4,Stable,OEKO-TEX
BRAND-3110,Brand_3110,Italy,2017,A,Tencel,No,379.19,2091383.83,40655.11,No,14,59.99,Stable,GOTS
BRAND-3111,Brand_3111,China,2023,A,Vegan Leather,Yes,116.13,253404.37,44585.38,No,9,436.19,Growing,None
BRAND-3112,Brand_3112,Japan,2011,D,Organic Cotton,No,89.86,2269237.73,49459.34,No,9,358.58,Growing,OEKO-TEX
BRAND-3113,Brand_3113,Brazil,2016,C,Organic Cotton,No,238.09,2840882.22,74487.2,No,15,178.83,Stable,B Corp
BRAND-3114,Brand_3114,China,2020,A,Vegan Leather,Yes,195.99,2759961.28,37974.73,No,7,352.19,Declining,Fair Trade
BRAND-3115,Brand_3115,UK,2016,A,Vegan Leather,No,496.53,1079037.97,10191.61,Yes,4,263.3,Stable,OEKO-TEX
BRAND-3116,Brand_3116,USA,2013,A,Organic Cotton,Yes,380.49,278662.03,87556.08,No,20,402.02,Growing,GOTS
BRAND-3117,Brand_3117,Australia,2013,B,Tencel,No,259.33,270619.27,14551.07,Yes,13,271.34,Growing,Fair Trade
BRAND-3118,Brand_3118,Germany,2012,D,Organic Cotton,Yes,194.95,1376537.95,28356.02,Yes,9,165.98,Stable,GOTS
BRAND-3119,Brand_3119,Brazil,2013,A,Organic Cotton,No,498.62,4398566.07,84764.87,No,6,214.2,Stable,GOTS
BRAND-3120,Brand_3120,USA,2013,B,Bamboo Fabric,Yes,468.51,1522209.86,84338.6,No,1,321.64,Stable,None
BRAND-3121,Brand_3121,India,2022,B,Organic Cotton,No,234.76,3579064.77,66279.92,No,12,432.56,Declining,OEKO-TEX
BRAND-3122,Brand_3122,Australia,2011,C,Tencel,Yes,436.04,2052292.66,1835.86,Yes,1,427.19,Stable,Fair Trade
BRAND-3123,Brand_3123,USA,2010,A,Tencel,No,377.13,3666233.05,64107.21,Yes,11,392.28,Declining,B Corp
BRAND-3124,Brand_3124,USA,2013,A,Recycled Polyester,No,54.63,3870441.53,50039.53,No,2,122.59,Growing,Fair Trade
BRAND-3125,Brand_3125,Brazil,2016,C,Organic Cotton,Yes,16.03,4042921.18,26977.26,No,2,256.51,Growing,Fair Trade
BRAND-3126,Brand_3126,USA,2024,B,Bamboo Fabric,Yes,26.26,1182454.73,76931.95,No,19,119.16,Declining,GOTS
BRAND-3127,Brand_3127,Brazil,2023,C,Hemp,Yes,99.85,1844442.16,44311.54,No,2,271.17,Declining,OEKO-TEX
BRAND-3128,Brand_3128,India,2021,A,Hemp,Yes,157.45,2573305.01,38562.3,Yes,4,411.64,Growing,Fair Trade
BRAND-3129,Brand_3129,UK,2017,B,Tencel,Yes,322.84,1399275.32,17419.45,No,11,453.45,Growing,OEKO-TEX
BRAND-3130,Brand_3130,China,2013,A,Recycled Polyester,Yes,139.76,2815041.4,98553.41,No,18,296.55,Growing,B Corp
BRAND-3131,Brand_3131,Italy,2015,D,Bamboo Fabric,No,98.05,2575997.13,27567.97,No,8,255.25,Declining,GOTS
BRAND-3132,Brand_3132,Australia,2013,B,Organic Cotton,Yes,170.35,2632279.89,86279.91,No,14,204.56,Declining,Fair Trade
BRAND-3133,Brand_3133,USA,2014,D,Tencel,No,469.84,61300.06,52423.37,Yes,19,120.33,Stable,OEKO-TEX
BRAND-3134,Brand_3134,France,2023,A,Organic Cotton,Yes,434.25,636788.25,98440.23,No,4,174.15,Stable,GOTS
BRAND-3135,Brand_3135,France,2018,B,Bamboo Fabric,No,359.32,1943669.91,1792.59,Yes,16,31.31,Growing,None
BRAND-3136,Brand_3136,Brazil,2024,D,Vegan Leather,Yes,494.93,1881291.17,6033.65,Yes,9,348.48,Stable,Fair Trade
BRAND-3137,Brand_3137,India,2019,D,Vegan Leather,No,303.37,3463432.28,82052.4,No,1,163.6,Stable,GOTS
BRAND-3138,Brand_3138,Italy,2021,D,Bamboo Fabric,No,12.28,1876003.63,56120.47,Yes,20,356.61,Stable,Fair Trade
BRAND-3139,Brand_3139,Germany,2012,D,Organic Cotton,No,40.57,2099977.97,5849.37,No,10,372.97,Stable,GOTS
BRAND-3140,Brand_3140,Germany,2013,C,Organic Cotton,No,397.74,2767181.61,48003.18,No,8,329.57,Growing,B Corp
BRAND-3141,Brand_3141,Italy,2018,A,Hemp,Yes,478.52,73152.66,60039.34,Yes,3,187.75,Declining,OEKO-TEX
